episode,score,epsilon
577,95,0.05573070148010834
578,132,0.0554520479727078
579,83,0.05517478773284426
580,111,0.05489891379418004
581,60,0.05462441922520914
582,47,0.0543512971290831
583,216,0.05407954064343768
584,26,0.05380914294022049
585,36,0.05354009722551939
586,499,0.05327239673939179
587,175,0.053006034755694834
588,499,0.052741004581916356
589,113,0.052477299559006776
590,67,0.052214913061211746
591,166,0.05195383849590569
592,54,0.05169406930342616
593,83,0.05143559895690903
594,75,0.051178420962124486
595,88,0.05092252885731386
596,70,0.05066791621302729
597,499,0.05041457663196215
598,97,0.050162503748802344
599,170,0.049911691230058335
600,76,0.04966213277390804
601,37,0.0494138221100385
602,499,0.04916675299948831
603,499,0.04892091923449087
604,499,0.04867631463831842
605,499,0.048432933065126825
606,499,0.048190768399801194
607,499,0.04794981455780219
608,499,0.04771006548501318
609,499,0.047471515157588115
610,499,0.047234157581800176
611,493,0.046997986793891174
612,499,0.04676299685992172
613,499,0.04652918187562211
614,499,0.046296535966244
615,499,0.046065053286412784
616,62,0.04583472801998072
617,99,0.045605554379880814
618,119,0.04537752660798141
619,147,0.0451506389749415
620,148,0.044924885780066794
621,35,0.04470026135116646
622,143,0.04447676004441063
623,216,0.04425437624418858
624,344,0.04403310436296763
625,499,0.043812938841152796
626,499,0.04359387414694703
627,414,0.043375904776212296
628,110,0.043159025252331236
629,226,0.04294323012606958
630,488,0.04272851397543923
631,337,0.04251487140556204
632,424,0.04230229704853423
633,214,0.04209078556329156
634,339,0.0418803316354751
635,72,0.041670929977297724
636,335,0.04146257532741124
637,97,0.04125526245077418
638,284,0.04104898613852031
639,29,0.04084374120782771
640,200,0.04063952250178857
641,219,0.04043632488927963
642,230,0.04023414326483323
643,266,0.040032972548509065
644,79,0.03983280768576652
645,194,0.03963364364733769
646,246,0.039435475429100995
647,257,0.03923829805195549
648,168,0.03904210656169572
649,41,0.03884689602888724
650,89,0.0386526615487428
651,86,0.03845939824099909
652,202,0.03826710124979409
653,181,0.038075765743545126
654,161,0.0378853869148274
655,127,0.03769595998025326
656,132,0.03750748018035199
657,138,0.037319942779450235
658,16,0.037133343065552986
659,21,0.03694767635022522
660,25,0.036762937968474095
661,13,0.03657912327863173
662,21,0.036396227662238566
663,21,0.03621424652392737
664,21,0.036033175291307735
665,27,0.03585300941485119
666,24,0.035673744367776934
667,16,0.03549537564593805
668,25,0.035317898767708356
669,23,0.03514130927386981
670,18,0.03496560272750046
671,10,0.03479077471386296
672,148,0.03461682084029365
673,158,0.034443736736092176
674,144,0.034271518052411715
675,131,0.034100160462149656
676,29,0.03392965965983891
677,29,0.033760011361539714
678,141,0.03359121130473201
679,173,0.033423255248208356
680,276,0.03325613897196732
681,69,0.03308985827710748
682,120,0.032924408985721944
683,114,0.03275978694079333
684,203,0.032595988006089364
685,31,0.032433008066058915
686,32,0.03227084302572862
687,30,0.032109488810599975
688,31,0.031948941366546975
689,54,0.03178919665971424
690,261,0.03163025067641567
691,380,0.03147209942303359
692,47,0.03131473892591842
693,79,0.031158165231288826
694,58,0.03100237440513238
695,14,0.030847362533106718
696,9,0.030693125720441184
697,13,0.030539660091838977
698,32,0.03038696179137978
699,38,0.030235026982422884
700,8,0.030083851847510768
701,10,0.029933432588273214
702,14,0.029783765425331846
703,44,0.029634846598205186
704,54,0.02948667236521416
705,50,0.029339239003388088
706,77,0.029192542808371146
707,64,0.02904658009432929
708,222,0.028901347193857643
709,268,0.028756840457888354
710,118,0.02861305625559891
711,268,0.028469990974320916
712,461,0.02832764101944931
713,52,0.028186002814352063
714,98,0.0280450728002803
715,131,0.0279048474362789
716,499,0.027765323199097504
717,499,0.027626496583102015
718,51,0.027488364100186506
719,57,0.027350922279685573
720,61,0.027214167668287145
721,67,0.02707809682994571
722,405,0.02694270634579598
723,499,0.026807992814067
724,499,0.026673952849996664
725,69,0.02654058308574668
726,53,0.026407880170317945
727,27,0.026275840769466357
728,44,0.026144461565619025
729,23,0.02601373925779093
730,53,0.025883670561501974
731,91,0.025754252208694463
732,499,0.02562548094765099
733,61,0.025497353542912736
734,40,0.02536986677519817
735,27,0.02524301744132218
736,128,0.025116802354115567
737,40,0.024991218342344988
738,100,0.024866262250633264
739,173,0.024741930939380097
740,51,0.024618221284683196
741,92,0.02449513017825978
742,46,0.02437265452736848
743,499,0.024250791254731636
744,499,0.024129537298457977
745,499,0.024008889611965685
746,128,0.023888845163905856
747,152,0.023769400938086327
748,265,0.023650553933395897
749,101,0.023532301163728918
750,35,0.023414639657910272
751,34,0.023297566459620722
752,26,0.023181078627322618
753,32,0.023065173234186005
754,45,0.022949847368015076
755,62,0.022835098131175
756,146,0.022720922640519125
757,499,0.02260731802731653
758,40,0.022494281437179946
759,499,0.022381810029994047
760,54,0.022269900979844076
761,499,0.022158551474944856
762,499,0.022047758717570132
763,249,0.021937519923982282
764,499,0.021827832324362372
765,322,0.02171869316274056
766,78,0.021610099696926857
767,414,0.021502049198442223
768,339,0.021394538952450012
769,267,0.02128756625768776
770,280,0.021181128426399323
771,499,0.021075222784267326
772,235,0.020969846670345987
773,186,0.020864997436994256
774,342,0.020760672449809284
775,288,0.020656869087560238
776,180,0.020553584742122436
777,160,0.020450816818411825
778,279,0.020348562734319765
779,109,0.020246819920648168
780,52,0.020145585821044927
781,230,0.020044857891939702
782,117,0.019944633602480003
783,268,0.019844910434467605
784,68,0.019745685882295267
785,143,0.01964695745288379
786,157,0.01954872266561937
787,156,0.019450979052291272
788,172,0.019353724157029815
789,53,0.019256955536244666
790,201,0.019160670758563442
791,164,0.019064867404770626
792,22,0.018969543067746772
793,271,0.018874695352408037
794,19,0.018780321875645996
795,20,0.018686420266267767
796,347,0.018592988164936427
797,263,0.018500023224111744
798,209,0.018407523107991184
799,499,0.01831548549245123
800,273,0.018223908064988973
801,181,0.018132788524664028
802,35,0.018042124582040707
803,28,0.017951913959130504
804,194,0.01786215438933485
805,223,0.017772843617388175
806,189,0.017683979399301233
807,177,0.017595559502304726
808,179,0.0175075817047932
809,174,0.017420043796269234
810,158,0.017332943577287888
811,158,0.01724627885940145
812,14,0.017160047465104442
813,28,0.01707424722777892
814,24,0.016988875991640028
815,15,0.016903931611681827
816,32,0.01681941195362342
817,142,0.016735314893855303
818,129,0.016651638319386028
819,39,0.0165683801277891
820,55,0.016485538227150154
821,49,0.0164031105360144
822,91,0.01632109498333433
823,53,0.016239489508417658
824,56,0.01615829206087557
825,183,0.01607750060057119
826,204,0.015997113097568336
827,37,0.015917127532080494
828,499,0.01583754189442009
829,302,0.01575835418494799
830,218,0.01567956241402325
831,247,0.015601164601953134
832,171,0.015523158778943369
833,214,0.015445542985048652
834,95,0.015368315270123408
835,111,0.01529147369377279
836,187,0.015215016325303928
837,39,0.015138941243677408
838,38,0.01506324653745902
839,49,0.014987930304771725
840,499,0.014912990653247866
841,499,0.014838425699981627
842,499,0.01476423357148172
843,26,0.014690412403624311
844,21,0.01461696034160619
845,168,0.014543875539898159
846,20,0.014471156162198668
847,168,0.014398800381387675
848,26,0.014326806379480736
849,358,0.014255172347583332
850,182,0.014183896485845416
851,153,0.014112977003416188
852,179,0.014042412118399107
853,29,0.013972200057807112
854,25,0.013902339057518077
855,21,0.013832827362230486
856,35,0.013763663225419333
857,142,0.013694844909292236
858,134,0.013626370684745774
859,15,0.013558238831322046
860,19,0.013490447637165436
861,19,0.013422995398979608
862,27,0.01335588042198471
863,136,0.013289101019874787
864,155,0.013222655514775413
865,171,0.013156542237201536
866,127,0.013090759526015528
867,17,0.01302530572838545
868,25,0.012960179199743523
869,210,0.012895378303744804
870,195,0.01283090141222608
871,156,0.012766746905164949
872,142,0.012702913170639124
873,141,0.012639398604785928
874,136,0.012576201611761997
875,133,0.012513320603703188
876,127,0.012450754000684672
877,152,0.012388500230681249
878,137,0.012326557729527843
879,129,0.012264924940880204
880,126,0.012203600316175803
881,29,0.012142582314594924
882,130,0.01208186940302195
883,133,0.01202146005600684
884,126,0.011961352755726806
885,173,0.01190154599194817
886,162,0.01184203826198843
887,117,0.011782828070678488
888,139,0.011723913930325095
889,149,0.01166529436067347
890,135,0.011606967888870102
891,158,0.01154893304942575
892,169,0.011491188384178622
893,77,0.011433732442257729
894,170,0.01137656378004644
895,128,0.011319680961146208
896,136,0.011263082556340478
897,153,0.011206767143558775
898,147,0.011150733307840981
899,163,0.011094979641301777
900,153,0.011039504743095268
901,89,0.01098430721937979
902,151,0.010929385683282892
903,152,0.010874738754866477
904,130,0.010820365061092144
905,149,0.010766263235786683
906,178,0.01071243191960775
907,134,0.010658869760009713
908,144,0.010605575411209664
909,178,0.010552547534153616
910,141,0.010499784796482848
911,139,0.010447285872500434
912,134,0.01039504944313793
913,127,0.010343074195922241
914,121,0.01029135882494263
915,122,0.010239902030817916
916,124,0.010188702520663827
917,124,0.010137759008060509
918,128,0.010087070213020206
919,129,0.010036634861955105
920,200,0.00998645168764533
921,155,0.00998645168764533
922,152,0.00998645168764533
923,167,0.00998645168764533
924,150,0.00998645168764533
925,148,0.00998645168764533
926,167,0.00998645168764533
927,251,0.00998645168764533
928,142,0.00998645168764533
929,136,0.00998645168764533
930,193,0.00998645168764533
931,143,0.00998645168764533
932,154,0.00998645168764533
933,128,0.00998645168764533
934,145,0.00998645168764533
935,331,0.00998645168764533
936,250,0.00998645168764533
937,236,0.00998645168764533
938,145,0.00998645168764533
939,166,0.00998645168764533
940,172,0.00998645168764533
941,191,0.00998645168764533
942,148,0.00998645168764533
943,150,0.00998645168764533
944,144,0.00998645168764533
945,161,0.00998645168764533
946,110,0.00998645168764533
947,119,0.00998645168764533
948,116,0.00998645168764533
949,120,0.00998645168764533
950,117,0.00998645168764533
951,120,0.00998645168764533
952,112,0.00998645168764533
953,12,0.00998645168764533
954,115,0.00998645168764533
955,145,0.00998645168764533
956,126,0.00998645168764533
957,135,0.00998645168764533
958,162,0.00998645168764533
959,170,0.00998645168764533
960,148,0.00998645168764533
961,153,0.00998645168764533
962,147,0.00998645168764533
963,144,0.00998645168764533
964,150,0.00998645168764533
965,153,0.00998645168764533
966,155,0.00998645168764533
967,170,0.00998645168764533
968,150,0.00998645168764533
969,163,0.00998645168764533
970,143,0.00998645168764533
971,166,0.00998645168764533
972,164,0.00998645168764533
973,136,0.00998645168764533
974,131,0.00998645168764533
975,126,0.00998645168764533
976,141,0.00998645168764533
977,163,0.00998645168764533
978,149,0.00998645168764533
979,152,0.00998645168764533
980,150,0.00998645168764533
981,170,0.00998645168764533
982,166,0.00998645168764533
983,139,0.00998645168764533
984,12,0.00998645168764533
985,127,0.00998645168764533
986,138,0.00998645168764533
987,133,0.00998645168764533
988,140,0.00998645168764533
989,168,0.00998645168764533
990,195,0.00998645168764533
991,197,0.00998645168764533
992,207,0.00998645168764533
993,198,0.00998645168764533
994,185,0.00998645168764533
995,281,0.00998645168764533
996,265,0.00998645168764533
997,343,0.00998645168764533
998,299,0.00998645168764533
999,272,0.00998645168764533
