episode,epsilon,score,average_score,total_reward,average_reward,Q_table_length
139,0.8702280284582515,28,19.264285714285716,18.0,9.335714285714285,2975
140,0.8693582353988059,11,19.20567375886525,1.0,9.27659574468085,2988
141,0.8684893116976679,16,19.183098591549296,6.0,9.253521126760564,3006
142,0.867621256485914,36,19.3006993006993,26.0,9.37062937062937,3044
143,0.8667540688954889,56,19.555555555555557,46.0,9.625,3102
144,0.865887748059205,8,19.47586206896552,-2.0,9.544827586206896,3112
145,0.8650222931107413,15,19.445205479452056,5.0,9.513698630136986,3129
146,0.8641577031846428,25,19.482993197278912,15.0,9.551020408163266,3156
147,0.8632939774163194,43,19.64189189189189,33.0,9.70945945945946,3201
148,0.8624311149420455,9,19.57046979865772,-1.0,9.63758389261745,3212
149,0.8615691148989583,23,19.593333333333334,13.0,9.66,3237
150,0.8607079764250578,31,19.66887417218543,21.0,9.735099337748345,3270
151,0.8598476986592055,19,19.664473684210527,9.0,9.730263157894736,3291
152,0.8589882807411234,29,19.725490196078432,19.0,9.790849673202615,3322
153,0.8581297218113938,16,19.7012987012987,6.0,9.766233766233766,3340
154,0.8572720210114575,28,19.75483870967742,18.0,9.819354838709678,3370
155,0.8564151774836135,8,19.67948717948718,-2.0,9.743589743589743,3380
156,0.8555591903710185,22,19.694267515923567,12.0,9.757961783439491,3404
157,0.8547040588176851,31,19.765822784810126,21.0,9.829113924050633,3437
158,0.8538497819684817,29,19.82389937106918,19.0,9.88679245283019,3468
159,0.8529963589691315,33,19.90625,23.0,9.96875,3503
160,0.8521437889662113,25,19.937888198757765,15.0,10.0,3530
161,0.8512920711071511,14,19.901234567901234,4.0,9.962962962962964,3546
162,0.850441204540233,17,19.883435582822084,7.0,9.94478527607362,3565
163,0.8495911884145902,16,19.859756097560975,6.0,9.920731707317072,3583
164,0.8487420218802068,13,19.818181818181817,3.0,9.878787878787879,3598
165,0.8478937040879159,11,19.765060240963855,1.0,9.825301204819278,3611
166,0.8470462341893996,10,19.706586826347305,0.0,9.766467065868264,3623
167,0.8461996113371882,14,19.672619047619047,4.0,9.732142857142858,3639
168,0.8453538346846587,23,19.692307692307693,13.0,9.751479289940828,3664
169,0.8445089033860343,28,19.741176470588236,18.0,9.8,3694
170,0.8436648165963837,16,19.719298245614034,6.0,9.777777777777779,3712
171,0.8428215734716199,25,19.75,15.0,9.80813953488372,3739
172,0.8419791731684999,39,19.86127167630058,29.0,9.919075144508671,3780
173,0.8411376148446232,17,19.844827586206897,7.0,9.902298850574713,3799
